content,sentiment,date
 se sono favorevole al green pass  sì  se dobbiamo tornare in zona rossa voglio che ci vadano quelli che non si sono vaccinati   uno che si è vaccinato perché deve essere bloccato     non vedo come si possa non essere d accordo con  renzi  sinceramente ,1,07-19-2021
trovo il suo blaterare inutile  non dice nulla sulla situazione green pass permette al governo atteggiamenti da vera e propria dittatura  ha mai controllato i veri dai sui contagi  si è reso che i tamponi di riscontro vengono conteggiati come nuovi positivi  solo chiacchiere,-1,07-19-2021
in caso di mix vaccinale non sarà necessario il  greenpass perché basterà la fluorescenza a dimostrare di aver fatto la seconda dose   vienegiututto  smartworking,0,07-19-2021
ora mi raccomando ministero della salute  mandami di nuovo il green pass alle   di notte giusto per farmi prendere un colpo,0,07-19-2021
l indice rt dell imbecillità e dell ignoranza è ai massimi storici    vaccinatevi  vaccini  greenpass  luglio  lunedi,0,07-19-2021
e fu così che io diventai improvvisamente favorevole al green pass  ,1,07-19-2021
sono tendenzialmente favorevole al  greenpass con un solo dubbio  con i bambini minori di  anni che si fa ,1,07-19-2021
se sei assolutamente contrario a  greenpass e  obbligovaccinale alza la mano ,-1,07-19-2021
a proposito di greenpass  penso che in una società civile ci debbano essere delle regole che vanno fatte rispettare e tutti questi garanti che non sono altro che uno strumento politico hanno rotto le scatole,1,07-19-2021
 apre sul  greenpass contro nuove restrizioni   chiudere ancora farebbe sembrare il vaccino inutile  ben venga il certificato se consentirà di riaprire discoteche  stadi e grandi eventi   ,1,07-19-2021
in linea di principio sono d accordo con l idea del green pass obbligatorio  ma solo dopo che sarà data effettivamente la possibilità a tutti di vaccinarsi  perché imporlo  senza avere le dosi per tutti  sarebbe una gran presa per il culo ,1,07-19-2021
sarei anche d accordo con il   greenpass obbligatorio  peccato che la gente della mia età ancora non sia riuscita a fare la prima dose visto che siamo stati gli ultimi a poterci prenotare  c è gente che ce l ha ad agosto e quindi avrà il green pass a settembre ,1,07-19-2021
 greenpass obbligatorio subito ,1,07-19-2021
sono d accordo  obbligo no  green pass alla francese sì  pure per andare al gabinetto   più gentili di così     greenpass  greenpassobbligatorio  ,1,07-19-2021
 sì al greenpass  se torniamo a chiudere in tanti si convinceranno che il vaccino è inutile     il virus quel perfetto strumento per instaurare il controllo totale del movimento e del corpo fisico  luglio,1,07-19-2021
il greenpass è una legge che approvo al    assolutamente giustissima  ma magari istituirla che ne so a settembre ottobre  quando le persone hanno avuto effettivamente il tempo di vaccinarsi  noi poveri stronzi abbiami potuto prenotarci da inizio giugno  molti hanno la seconda ,1,07-19-2021
ci soffermiamo tanto sul  greenpass ma non sul tracciamento che le  asl  in maniera assidua e continua  potrebbero garantire  evitando  in certi casi  inutili quarantene     luglio  covid  campania,0,07-19-2021
quindi  alla fine   la lega aveva votato a favore del  greenpass    questi votano qualsiasi cosa  verde   a prescindere,0,07-19-2021
greenpass arrivato  non è una medaglia  ma un segno concreto di civiltà   vaccinatevi e andiamo  avanti  sui problemi che non aspettano  come l   ambiente e i  dirittiumani  c è molto da fare da chiedere da controllare ognuno per la sua parte  una sinistra forte almeno su questo ,1,07-19-2021
 sì al greenpass  se torniamo a chiudere in tanti si convinceranno che il vaccino è inutile  ,1,07-19-2021
é molto raro ma esistono anche millennials con la testa sulle spalle  sono pochi  inutile negarlo  ma la loro onestá intellettuale va protetta in tutti i modi      vaccino   greenpass ,0,07-19-2021
 la prego il green pass è necessario  io vaccinato   non voglio essere considerato come uno che non si è offerto un po  come cavia  chi si vaccina è stato una cavia ed è giusto che abbia dei vantaggi  ma scherziamo  non si può ascoltare un superficiale come salvini,1,07-19-2021
l obbligo del green pass è giusto  ma andrebbe messo quando tutti abbiamo avuto la possibilità di fare il vaccino  no che noi giovani ce la dobbiamo sempre prendere nel culo e che cazzo,1,07-19-2021
non rompete il cazzo che devo andare in ferie   greenpass  in caso contrario possono fallire tutti  ,1,07-19-2021
io  vaccinato  sono contrario al  greenpass,-1,07-19-2021
non capisco una cosa   se fossi proprietario di un ristorante  sarei il primo ad accogliere clienti con il  greenpass  a tutela delle persone e dell immagine del locale  invece si ragiona al contrario  cioè accolgo tutti senza cautele  che alla lunga è controproducente  mah    ,1,07-19-2021
io sono favorevole al  greenpass  è giusto che a stare a casa siano solo quelli che non hanno senso civico ,1,07-19-2021
vorrebbero fortemente chiudere  ma non possono  altrimenti sembrerebbe inutile il vaccino   e così  greenpass  dalla padella nella brace  comunque la si guardi  una roba assurda  antiscientifica  inutile e dannosa    covid  nogreenpass ,-1,07-18-2021
con la premessa che sono d accordo con la storia del green pass e fosse per me farei un bel biglietto a fuoridalcazzolandia a tutti quelli che non si vaccinano ma il punto resta  i controlli li farete o continuiamo a roderci il fegato finché non scompare  ,1,07-18-2021
finalmente lo si dice   il green pass fa schifo  liberticida  inutile e incostituzionale  io non lo accetto    nogreenpass    via ,-1,07-18-2021
sono molto favorevole all obbligo vaccinale indotto per tornare liberi  stile modello francese dove  macron ha reso obbligatorio il  greenpass per andare ovunque  c è stato un boom di prenotazioni per fare il vaccino perché a nessuno piace fare il tampone  ,1,07-18-2021
sei favorevole al green pass    greenpass  greepass  greenpassobbligatorio,0,07-18-2021
ho capito perchè il mio green pass non esiste  sono registrata ovunque come uomo  codice fiscale sbagliato dunque  giro da mesi con un certificato vaccinale che è carta straccia praticamente  non sapevo di aver cambiato sesso,0,07-18-2021
comunque ragionando le volete partite per agosto e  inutile che vi vaccinate  per il green pass ci vuold doppio vaccino   che si fa a distanza di un mese circa     gg dalla sec dose   quindi fatevi il tampone,0,07-18-2021
potete fare tutte le chiusure che volete potete mettere tutti i  greenpass del mondo tanto io  la mia famiglia e un gruppo molto numeroso di persone di mia conoscenza non ci vaccineremo mai e poi mai nemmeno sotto tortura    covid  vaccino  vaccini  virus  varianti  speranza,-1,07-18-2021
green pass obbligatorio in discoteche e ristoranti al chiuso  possibili multe per chi sgarra  il governo studia il decreto ,0,07-18-2021
mi spiegate per favore perché a distanza di un mese dalla seconda dose di vaccino ancora non ho sto benedetto green pass   e un mio collega iscritto a io già ce l ha dopo meno di una settimana   ,0,07-18-2021
green pass attivo subito per entrare in qualsiasi luogo pubblico  visto che c è usiamolo  per tutto il resto ci sono gli psicologi  andateci aiuta     vaccinatevi,1,07-18-2021
io sono d accordo sul green pass per certi posti  perché altrimenti non ne usciremo mai più ed è giusto che i non vaccinati rimangano a casa  però allo stesso tempo i giovani sono stati gli ultimi ad avere la possibilità di vaccinarsi  molti non avranno il pass e non è giusto ,1,07-18-2021
il green pass è la cosa peggiore che potessero inventarsi  facciano l obbligo vaccinale se hanno il coraggio  ma non lo faranno mai perché sanno che sarebbero gli unici responsabili per qualsiasi sintomo avverso     ,-1,07-18-2021
non possono obbligare  per il momento     allora vi ricattano  è così che fanno i democratici   greenpass  greenpassobbligatorio,-1,07-18-2021
al ristorante con il  greenpass  no grazie  a questo punto preferisco le grigliate nel mio giardino con gli amici   ristoratori se non insorgete  poi non frignate   greenpass  ristoranti ,-1,07-18-2021
non c è alcuna emergenza sanitaria per cui il  greenpass è solo un abuso di potere ai danni delle libertà fondamentali delle persone ,-1,07-18-2021
no green pass  inutile dal momento che anche i vaccinati possono contagiare e discriminatorio per contro la privacy ,-1,07-18-2021
nessuno   io che non devo andare all estero in vacanza ma uso precauzioni  green pass scaricato in  lingue perché bisogna rivendicare l essere poliglotta,1,07-18-2021
comunque che non cambino idea per sto cazzo di green pass perché io un altro tampone per tornare dall abruzzo col cazzo che lo faccio,0,07-18-2021
il green pass per ristoranti e locali al chiuso è pazzia   in america è tutto aperto e non c è nessun pass   basta con la dittatura del cts    nogreenpass,-1,07-18-2021
il greenpass non serve a proteggere la salute delle persone ma a convincerle di farsi punturare   ,-1,07-18-2021
cioè mo  adesso  avendo appena fatto la prima dose e non avendo quindi il green pass fino a fine agosto    giorni che devono passare dalla seconda dose  non posso fare un cazzo se non fare il tampone per ogni cosa che ha anche un costo ,0,07-18-2021
 aprile    oggi la lega avversa il  greenpass  con tre mesi di ritardo rispetto a dei semplici cittadini  ,0,07-18-2021
per quanto mi riguarda  potete mettere il green pass anche per fare la spesa tanto non mi vaccino lo stesso teste di cazzo  ,-1,07-18-2021
ma quindi io che non avrò il green pass perché non mi fanno ancora fare il vaccino ed ho prenotato casa per la vacanza me la prendo in quel posto ,0,07-18-2021
in astratto  il  greenpass è un precedente  in concreto  solo battendo il covid torneremo liberi  serve equilibrio  per dire  le foto che ogni giorno noi carichiamo sui social già oggi permettono il nostro riconoscimento in ogni parte del mondo  pensate a quello     vaccinatevi,1,07-18-2021
per il  greenpass mi dispiace solo per chi ha prenotato il vaccino da un mese e lo farà a metà agosto non per colpa loro  non mi dispiace per i no vax a cui bisogna dedicare una foto a cazzo fuori mentre noi vaccinati siamo in ristorante o nei locali e loro a casa a dito in culo,1,07-18-2021
sei favorevole per il greenpass per i ristoranti al chiuso ,0,07-18-2021
sei favorevole al  greenpass per qualsiasi attività pubblica ,0,07-18-2021
poi anche la poca chiarezza ad un certo punto stanca  c è chi ha il green pass attivo già dopo una dose  chi invece non lo ha attivo neanche dopo la seconda dose  ma la serietà in questo paese esiste ,0,07-18-2021
ma per spostarsi tra regioni non serve tampone o green pass  giusto ,0,07-18-2021
e lo diciamo solo da un anno e mezzo   sono favorevole a green pass obbligatorio ma con i trasporti in queste condizioni da  mesi non si può onestamente mettere alcuna limitazione senza risultare incoerenti e ridicoli  ,1,07-18-2021
il  greenpass è incostituzionale poiché limita la libertá delle persone  rispettate la costituzione  ,-1,07-18-2021
il green pass è l unico strumento che abbiamo per renderci più tranquilli se vogliamo tornare alla normalità  chi è contrario come può non essere definito deficiente ,1,07-18-2021
fermatevi con il vaccino  fare una sola dosa e non due  gli effetti fanno male  uccidono  speranza sei responsabile   il greenpass è incostituzionale il garante ci deve tutelare  finiamola di faredittatori siamo italia  io giro come dice la costituzione   ,-1,07-18-2021
mio padre ha dichiarato  a seguito di un intervista su un giornale locale  di essere d accordo con il green pass perché gli permetterebbe di tenere il ristorante aperto  gli hanno augurato di finire in rovina sepolto dai debiti ,1,07-18-2021
 greenpass obbligatorio subito   ,1,07-18-2021
solo pensare a nuove chiusure equivale alla fine della vita per molti  adare al ristorante  allo stadio  in discoteca o al bar non è un diritto costituzionale   se ci vuoi andare ti vaccini  per rispetto  della libertà  della tua salute e di quella degli altri  greenpass,1,07-18-2021
sono vaccinato e sono contrario al greenpass,-1,07-18-2021
il  vaccino sperimentale non garantisce l immunità  la non contagiosità  e oltre a essere inutile può comportare effetti collaterali  morte  per non parlare degli effetti a lungo termine sconosciuti   greenpass,-1,07-18-2021
ora che il  greenpass è chiaramente incostituzionale   discriminatorio e contro la privacy  mi domando  ci sarà un azione legale contro tale misura o stiamo zitti  ,-1,07-18-2021
tolti tutti gli orpelli dalla diatriba sul green pass  che è risaputamente incostituzionale e dannoso per il nostro pnrr  l unico vero motivo è quello di togliere la piazza a salvini ,-1,07-18-2021
con il green pass ci guadagniamo tutti  sia a livello di salute che dal punto di vista economico  le attività potranno riaprire i battenti in sicurezza e i giovani avranno un motivo in più per vaccinarsi  proteggendo così la fascia di over  ancora non vaccinati,1,07-18-2021
sono totalmente d accordo con la vaccinazione e mi vaccinerò il prima possibile  ho avuto come data il  agosto      ho visto i danni del covid e la stupidità della gente  ma non bisogna mai sacrificare la libertà di ogni singolo cittadino  né ora né mai   vaccinatevi  greenpass,-1,07-18-2021
credo che l   obbligovaccinale sia un opzione migliore e più pratica rispetto a un green pass da far controllare agli esercenti  che non sono pubblici ufficiali  e che hanno solo l interesse di tenere su un attività colpita duramente dalla pandemia ,-1,07-18-2021
cioè ma siete seri   ma porca puttana chi ha fatto  dosi di vaccino può contagiarsi ma non sviluppa la malattia    è per questo che dovete vaccinarvi per avere il green pass e si porca puttana è giusto che chi non c è l ha non possa entrare in certi posti compresi i ristoranti ,1,07-18-2021
covid oggi italia  bollettino protezione civile e contagi regioni  luglio  i dati da lombardia e lazio  sicilia e piemonte  le news su contagi  ricoveri e morti e le ultime notizie su vaccini e variante delta mentre continua il dibattito sul green pass  ,0,07-18-2021
vaccinarsi è un atto di responsabilità verso la società civile  chi non sente questa responsabilità può starne tranquillamente fuori    giusto così   greenpass,1,07-18-2021
il  vaccino non è obbligatorio  ma è necessario il  greenpass per ristoranti  discoteche  trasporti  viaggi  non è più sensato renderlo obbligatorio invece che chiedere ai gestori di diventare degli ufficiali di controllo  senza ideologie  greenpassobbligatorio  covid,1,07-18-2021
sono assolutamente favorevole all adozione del  greenpass per accedere a  discoteche   concerti  eventi culturali e a tutti i posti chiusi con alta densità di persone  è stato un errore non aver creato le condizioni per una produzione  vaccini tale da vaccinare anche i  giovani,1,07-18-2021
da liberale sono contrario ad ogni forma di limitazione della libertà personale ma un green pass alla francese permetterebbe di aumentare  le vaccinazioni  evitando morti e chiusure ,1,07-18-2021
sono contrario al  greenpass   è una presa per i fondelli  serve una legge che renda il  vaccinoobbligatorio non una legge che tolga libertà a chi per ignoranza non vuole vaccinarsi  questo fa un pdc forte che pensa al bene comune  questo dovrebbe fare  draghi ,-1,07-18-2021
il  greenpass serve anche per andare al cesso   ho  per fare del sesso   siamo in uno stato    democratico dunque e  incostituzionale  qualsiasi divieto che reprime la liberta  pesonale della persona  i  vaccinati  sperimentali si sono  contagiati al  covid  altro che immunita  ,-1,07-18-2021
qualcuno sa se il green pass sarà necessario per andare a vedere allo stadio le partite della roma   no perché è stato l unico motivo vero per cui mi sono vaccinato  ,0,07-18-2021
non vaccinatevi  il  greenpass è  incostituzionale  come tutti i  dpcm e lo  statodiemergenza  sono dei criminali   vaccini ,-1,07-18-2021
ma magari porco di quel porco di quel cazzo prima di mettere greenpass ovunque finiamo di vaccinare le persone perché io non ho scelto di non essere vaccinata  semplicemente ancora non posso ,0,07-18-2021
premesso che l obbligo vaccinale sarebbe costituzionalmente legittimo  a me l idea del green pass per ogni occasione sociale non dispiace  vivere in una società significa auto limitare alcune libertà personali  non vuoi contribuire a tutelare la salute della comunità ,1,07-18-2021
i contrari a  vaccinicovid e  greenpassobbligatorio sono  novax   antivax   fascisti o  leghisti  ma ve lo immaginate un pass che impedisce di ritrovarci tutti questi disadattati al bar o al ristorante   greenpass subito ,1,07-18-2021
si parla di green pass obbligatorio con il quale io sono d accordo  ma ieri sono stato ad un matrimonio  dove il green pass sarebbe già obbligatorio  bene nessun controllo  nessuna mascherina  nessun distanziamento  il green pass senza controlli non serve a nulla     vaccinatevi,1,07-18-2021
mi sono vaccinato  si  appena ho potuto  sono favorevole al green pass obbligatorio per qualsiasi cosa  no  assolutamente   lo avevo previsto  si  potete chiedere al medico che mi ha iniettato la seconda dose un mese fa,-1,07-18-2021
l attesa all uscita del  vaccinocovid sembra l area arrivi in aeroporto   greenpass ,0,07-18-2021
senza green pass multe fino a  euro e chiusura dei locali per  giorni  il decreto covid allo studio ,0,07-18-2021
 green pass  il limbo degli allergici e dei contagiati senza certificato di guarigione  le domande dei lettori a repubblca ,0,07-18-2021
covid e variante delta  il governo pensa al green pass obbligatorio per discoteche e ristoranti al chiuso     ,0,07-18-2021
la vaccinazione non può essere imposta  questo è un dogma che non si dovrebbe nemmeno discutere e tanto meno aggirare con stratagemmi come l obbligo di green pass,0,07-18-2021
voi complottisti avete rotto i coglioni  non serve a immunizzare  a chi dovremmo dare ascolto  a una pagliaccia che twitta o ad anni e anni di studi scientifici sulle malattie infettive e i vaccini   greenpass ,0,07-18-2021
caro  locatelli se siete sicuri di quanto avete è quanto dite rendete obbligatorio vaccino e  greenpass  ,1,07-18-2021
il mio  greenpass è una bandiera dell italia  una trombetta e un santino di bonucci   vaccinatevi,0,07-18-2021
se chiedessero il green pass anche per andare a comprare il cibo nei supermercati tutte le persone che non possono vaccinarsi sarebbero condannate a morire di fame o dovrebbero assicurare tamponi rapidi in continuazione,0,07-18-2021
si va verso  greenpass obbligatorio per ristoranti al chiuso e discoteche … però bisognerebbe subito semplificare ottenimento greenpass per chi è guarito  si fa fatica a scaricare codice…  covid  delta  gamma  beta  varianti,0,07-18-2021
sembra che alla fine il green pass sarà obbligatorio per ristoranti e altri locali al chiuso è cosa molto strana perché anche i negozi di prima necessità  quali i supermercati  sono al chiuso secondo me é per farli fallire e riacquistarli praticamente gratis e creare un monopolio,0,07-18-2021
 vaccinatevi non volete le chiusure  non volete farvi il vaccino  non volete che il green pass sia obbligatorio  dunque  quale sarebbe la vostra soluzione per vincere contro questa pandemia  ah  giusto  per voi è tutto un complotto per manipolarci  non conoscete vergogna  ,0,07-18-2021
d accordissimo con il green pass obbligatorio per mezzi  palestre  eventi ecc ma praticamente faccio prima a chiudermi in casa fino a settembre quando  si spera  riceverò la seconda dose ,1,07-18-2021
domanda  le linee guida del ministero della salute sostanzialmente sconsigliano alle donne in gravidanza di vaccinarsi  per assenza di trial sufficienti  ha il suo senso   per loro il  greenpass è automatico ,0,07-18-2021
credo anch io per cui green pass va fatto quando si è in grado di soddisfare le richieste ,0,07-18-2021
pare che in alcuni locali greci sia proibita la musica  esattamente come facevano i talebani in afghanistan  piccoli fanatici crescono  qui per ora siamo al  greenpass ma ci arriveremo,0,07-18-2021
comunque non per fare la guasta feste sul green pass  ma sono stata a un matrimonio e neanche me l hanno chiesto quindi avoglia a renderlo obbligatorio se poi nessuno lo controlla  siamo sempre lì,0,07-18-2021
siccome è vaccinato gli spetta il green pass  giusto  ,0,07-18-2021
ma che cazzate sono   io ho il green pass dal  luglio  ho già avuto le due dosi  per avere il green pass basta un test rapido con esito in  minuti  i vaccini non servono per bloccare la diffusione del virus  ma per ridurre le ospedalizzazioni e le morti  io esco pazza  ,0,07-18-2021
 vaccinatevi  sì mo mi metto riprogrammare le settimane di  ferie  estate in proiezione nuove misure a venire  però mi cadrà il mito  draghi  le fasce più giovani non potranno mai avere  greenpass doppia vaccinazione entro agosto  queste misure last minute così sono folli,0,07-18-2021
politica unita sul calcio e divisa sul green pass ,0,07-18-2021
vi prego fate sto green pass obbligatorio  così chi non si vuole vaccinare se ne sta a casa  che cazzo,1,07-18-2021
il compromesso  greenpass di cui si parla nelle ultime ore  al chiuso  può essere anche accettabile    la definizione di  guarito  cosa significa   anche chi ha sviluppato gli anticorpi    luglio  vaccinatevi,1,07-18-2021
e comunque tutto sto caos quando basterebbe mettere l obbligo di  greenpass anche per l accesso a twitter     obbligovaccinale  vaccini  vaccinatevi  luglio  buonadomenica,1,07-18-2021
favorevole al  greenpass pure se dovessi mostrarlo al portinaio  ci siamo vaccinati per la sicurezza personale e altrui  chi non vuole farlo è un pericolo pubblico  è così che è stato eradicato il vaiolo  i vaccini salvano la specie umana  non possiamo morire per ignoranza altrui,1,07-18-2021
speriamo che tu sia dello stesso avviso anche domani       con te non si sa mai    non votare x il  greenpass       sai che è inutile  dannoso x l economia  x la salute mentale  xkè è illegale  piccolo particolare      xkè è  neoliberista  e sai che i neoliberisti  x in bene   gt  ,-1,07-18-2021
muovetevi con il  greenpass ovunque  perché non ne posso più di quegli imbecilli dietro di me al bar che starnutiscono senza ritegno,1,07-18-2021
a mio modestissimo parere  questa cosa del  greenpass obbligatorio ovunque doveva essere fatta prima di  riaprire tutto ,1,07-18-2021
mettete il greenpass per tutto  anche per andare al supermercato se necessario  se una persona vuole stare nella comunità  faccia qualcosa per la stessa comunità  il vaccino   vaccinatevi,1,07-18-2021
non accetteró mai che i miei diritti siano limitati da una misura anticostituzionale come il  greenpass  continueró ad andare dove mi pare  se qualcuno avrá qualcosa in contrario andremo in tribunale  a costo di spendere ogni bitcoin che ho  ,-1,07-18-2021
chi è contrario al greenpass non necessariamente è un no vax  come non lo è necessariamente chi non vuole sottoporsi a questo vaccino  quando si solleva questo fatto  però  in molti vanno in cortocircuito e perdono la calma  l avete notato   vaccino  novax  nogreenpass,0,07-18-2021
in generale renderei obbligatorio il  greenpass non per prendere un caffè ma per le attività voluttuarie  teatri  concerti  eventi sportivi  feste    bisogna che passi il concetto che il vaccino è un obbligo civile  pur non essendo obbligatorio ,1,07-18-2021
come dice  l italia purtroppo rimane il luogo in cui i cavilli vengono spesso travestiti da capisaldi   greenpass subito,1,07-18-2021
falso  il green pass è incostituzionale ,-1,07-18-2021
non ero favorevole alla vaccinazione obbligatoria contro il  covid  ma a questo punto piuttosto che cedere i miei dati sensibili ad un privato  greenpass rendere il  vaccinoobbligatorio e basta  tanto ci stiamo arrivando  solo che ci stiamo girando attorno in modo ridicolo,-1,07-18-2021
ho fatto il vaccino  prima dose  perché ho dovuto dare la precedenza a chi era maggiormente a rischio  sono favorevole a usare il green pass ma solo dopo aver consentito a chi vuole di completare il ciclo vaccinale  chi è vaccinato o vuole farlo ha diritto a vivere questa estate ,1,07-18-2021
il green pass di draghi  necessario  nei locali al chiuso  il punto sul nuovo decreto   attualità ,0,07-18-2021
io non sono vaccinato  per problemi di salute non posso attualmente  forse  se ho culo  la prossima settimana posso prenotarmi  tuttavia il green pass è una cosa giusta se studiata bene   se non volete vaccinarvi state a casa e non rompete il cazzo  che chi vuole non può,1,07-18-2021
voglio provare a ragionare con la mia testa greenpass locali pubblici e le persone fragili che non possono accedere al vaccino perché incompatibili  e le persone che sono in lista ma lo faranno tra un mese  questa  per me è discriminazione ,-1,07-18-2021
il greenpass non è discriminatorio nei confronti di chi non si vaccina  è un premio al senso civico di chi si è assunto anche dei rischi per il bene comune ,1,07-18-2021
io comunque sono vaccinata e tutto ma non ho ancora fatto tutta la procedura per il green pass lol come si chiede,0,07-18-2021
il green pass non è solo inutile   ma anche dannoso  permettendo la circolazione incontrollata di migliaia di potenziali portatori asintomatici del virus ,-1,07-18-2021
il  greenpass è un certificato  punto  in questo momento la libertà di chi vuole rischiare finisce dove comincia la libertà di chi vuole vivere tranquillo e viceversa   lo stato è l arbitro ma non fischia  come ne usciamo  senso civico  figuriamoci   omnibusla  vaccinatevi,0,07-18-2021
cari ristoratori che vi opponete al  greenpass sappiate che non ho più messo piede in un ristorante da inizio pandemia e così continuerò fino all obbligo di certificato di immunizzazione per l accesso nei vostri locali  so che molti la pensano come me   omnibusla,1,07-18-2021
il discorso è semplice  la scelta non è tra  green pass  e  tutto aperto   la scelta è tra  green pass  e  tutto chiuso  ,1,07-18-2021
il  greenpass è sacrosanto ma richiederlo con doppia dose dal  luglio è davvero troppo presto  specie se varrà da  giorni dopo la fine del ciclo  serve un breve periodo di transizione  almeno per alcune attività  in cui basti una dose,1,07-18-2021
chi non si vaccina oppure è contro l uso dei green pass nei luoghi chiusi non è per la libertà  è per la libertà di fare i cazzi suoi senza preoccuparsi delle conseguenze per gli altri  greenpassobbligatorio  greenpass  vaccinatevi  vaccini,1,07-18-2021
 greenpass scaricato ,1,07-18-2021
ieri alla radio ho sentito di una festa in cui non si richiede green pass o vaccino  qualcuno sta iniziando a capire che al di là dell ideologia  chiedere un pass per partecipare a qualcosa dimezza il corpo dei partecipanti invece di rilanciare il commercio ,-1,07-18-2021
la storia del  greenpass rimarrà nella storia come peggiore persecuzione della vita umana attuale dopo quella del  hitler   omnibusla,-1,07-18-2021
il problema grosso è che una persona vaccinata non è immune da un potenziale contagio e tanto più può comunque contagiare  paradossalmente sarebbe utile fare tamponi rapidi all ingresso di ogni esercizio piuttosto che il greenpass   omnibusla,-1,07-18-2021
 omnibusla il green pass non obbliga a fare continuamente il tampone  basta fare il vaccino  due dosi e per di più gratuito   greenpassobbligatorio,1,07-18-2021
il greenpass dovrebbero farlo i punturati perche produttori di varianti dovute alla punturoresistenza ma in ogni caso non servirebbe a niente quindi e solo una misura dittatoriale   ,-1,07-18-2021
niente green pass  ok  niente chiusura  ok  niente vaccino  ok  dunque che si fa  incrociamo le dita  facciamo la danza del covid  chiamiamo lo sciamano del gabon  che è pure simpatico ,0,07-18-2021
non vedo l ora che arrivi il  luglio  con la fine ufficiale dello stato di emergenza  cosa si inventeranno  un altro lockdown non sarà rispettato né dai sani né dai vaccinati  il green pass non funzionerà  l indice di ascolti dei mass media è crollato  torniamo alla realtà ,-1,07-18-2021
io prenotata per il vaccino il primo giorno utile della campagna di pre adesioni che farò la seconda dose a metà agosto  dopo aver sentito le ultime nuove sul greenpass  ,0,07-18-2021
 omnibusla il green pass è segno di civiltà e rispetto nei confronti di noi stessi e degli altri  non danneggerà proprio niente ,1,07-18-2021
ma occupare tutti i posti in un ristorante  un cinema grazie a green pass e tamponi non è meglio che occuparli a metà perchè qualcuno si vuole sentire libero   omnibusla,1,07-18-2021
il green pass ha senso solo se viene attribuito anche ai guariti  altrimenti è la testimonianza diretta dell interesse materiale a vendere i vaccini,0,07-18-2021
… e adesso i contagi riprendono la loro corsa  e adesso riprende a correre la paura  e adesso il covid sembra ancora martellante con la sua variante delta  e adesso pensiamo bene se usare o meno il green pass ovunque  senza demagogia o falso populismo o per qualche voto in più ,0,07-18-2021
vuoi guidare  ti serve la patente  altrimenti usi le gambe o un passaggio o i mezzi  è risaputo  no   vuoi  farecose  ti serve il  greenpass  altrimenti stai a casa  con altri amici che la pensano come te   è la dura legge della  civiltà  untemaalgiorno  vaccinatevi   luglio,1,07-18-2021
 omnibusla  se mettono il  greenpass per  bar e  ristoranti e  treni io mangerò a casa  farò colazione a casa  usero  la mia macchina sempre e non userò alberghi e con me mil di italiani  peggio per il pil,-1,07-18-2021
è inutile che ti sbracci   green pass si  green pass no  aprire tutto  chiudere tutto  il green pass ci sarà  ed è anche giusto  sennò non ci sbrighiamo più  se aspettiamo che tutti imparino cosa è un virus ,1,07-18-2021
basta tutta questa ansia di salvare i non vaccinati   ma perché io devo andare in giro e mostrare il  greenpass ovunque  mio figlio non deve andare a scuola e dobbiamo mettere la mascherina al chiuso per salvare i deficienti che non si vaccinano   che si arrangino    omnibusla,1,07-18-2021
il  greenpass è un ulteriore schiaffo ai giovani ,-1,07-18-2021
i contagi aumentano perche  vi hanno fatto erroneamente credere che chi e  vaccinato non si contagia  il green pass non solo e  inutile ma e  dannoso    omnibusla,-1,07-18-2021
 iononmivaccino ed ecco quello che penso del green pass dell ue di merda e del regime nazista italiano e francese  ,-1,07-18-2021
ma i ristoratori lo capiscono o no che l adozione del green pass è il tentativo di scongiurare nuove chiusure   greenpassobbligatorio,1,07-18-2021
purtroppissimo potrei avere un intolleranza ai vaccini  vaccini  vabbè   quindi niente  greenpass  a meno che  per una brioche e un caffè  non mi faccia sfondare il naso a pagamento ogni volta   giusto ,-1,07-18-2021
il  greenpass è profondamente sbagliato   non bisogna cercare di convincere a vaccinarsi chi non lo vuole fare   bisogna aprire tutto in maniera da non comprimere i diritti di chi si è vaccinato e chi non lo ha fatto si arrangia    se muore  pazienza    omnibusla,-1,07-18-2021
se il governo introducesse il  greenpass anche per l esercizio dei diritti di cittadinanza  sarà sufficiente non andare x  settimane in bar e ristoranti che sarà costretto a toglierlo  e lo dico da persona che ha fatto il vaccino   la libertà non si baratta,-1,07-18-2021
questo governo vuol introdurre il green pass sul modello francese per convincere  senza obbligatorietà  chi non si è ancora vaccinato ad andare a farsi somministrare il vaccini anticovid di sua spontanea volontà       se questo non è terroristico ditemi cosa è  ,-1,07-18-2021
la libertà di non vaccinarsi mina la libertà e la vita di tutti  occorre svoltare con il green pass  con la sospensione dei dipendenti pubblici che rifiutano il vaccino  con la sanità non gratuita per manifesta ostilità al vaccino  il popolo dei vaccinati deve farsi sentire ,1,07-18-2021
l introduzione del green pass sul modello francese che prevede il divieto di accesso au novax perfino nei bar  ristoranti e centri commerciali è una vera e propria coercizione ingiustificata      è solamente un azione da parte di un governo dispotico e dittatoriale  ,-1,07-18-2021
tutto bene ciò che finisce bene         intanto non è finita   contagi in aumento   no vax      si vax        green pass si      greenpass   no vaccino   si vaccino  no chi ci rimette    chi ci guadagna    ,0,07-18-2021
